PROV_TERR,SITE_NO,SITE_NAME_NOM,DATE,TEMPERATURE (WATER),PH,TURBIDITY,LATITUDE,LONGITUDE
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2014-02-06,4.885352143248175,8.33,14.898467320261437,46.79359,-84.39111
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2014-02-06,4.885352143248175,8.67,14.898467320261437,44.62234,-84.92329
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2014-02-06,4.885352143248175,7.78,14.898467320261437,44.01496,-66.14925
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2014-02-07,4.885352143248175,6.68,14.898467320261437,45.56887,-65.75331
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2014-02-10,4.885352143248175,7.85,14.898467320261437,50.76961,-103.79031
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2014-02-10,4.885352143248175,7.9,2.0,46.311578,-72.546012
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2014-02-11,4.885352143248175,7.52,14.898467320261437,46.37318,-62.27866
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2014-02-11,4.885352143248175,7.2,14.898467320261437,51.94054,-114.63936
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2014-02-11,4.885352143248175,7.71,2.4,46.37864,-72.61422
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2014-02-11,4.885352143248175,5.06,14.898467320261437,51.172908,-115.568212
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2014-02-11,4.885352143248175,5.78,14.898467320261437,44.63992,-73.11345
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2014-02-11,4.885352143248175,6.86,14.898467320261437,46.64451,-60.94759
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2014-02-11,4.885352143248175,6.65,14.898467320261437,45.47061,-61.94279
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2014-02-12,4.885352143248175,7.93,1.4,46.039305,-73.114843
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2014-02-12,4.885352143248175,5.35,14.898467320261437,53.27956,-103.58755
SK,SA06EA0003,CHURCHILL RIVER BELOW WASAWAKASIK,2014-02-12,4.885352143248175,9.81,14.898467320261437,55.91835,-107.7192
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2014-02-13,4.885352143248175,6.29,14.898467320261437,44.84347,-63.79918
NT,NW10JC0001,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,2014-02-13,4.885352143248175,7.3,14.898467320261437,27.88974,-80.51135
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2014-02-13,4.885352143248175,6.78,14.898467320261437,45.89269,-64.9751
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2014-02-17,4.885352143248175,5.96,14.898467320261437,49.18562,-122.75014
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2014-02-17,-0.2,8.07,14.898467320261437,34.68108,-80.63893
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2014-02-17,4.885352143248175,8.15,2.1,46.78944,-71.19476
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2014-02-17,4.885352143248175,4.15,14.898467320261437,51.94054,-114.63936
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2014-02-18,4.885352143248175,3.22,14.898467320261437,44.169675,-65.396104
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2014-02-18,-0.3,8.25,14.898467320261437,49.10269,-116.55424
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2014-02-18,0.1,7.94,14.898467320261437,-43.39192,170.18177
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2014-02-19,0.0,7.73,14.898467320261437,36.06495,-115.30544
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2014-02-24,0.0,7.88,14.898467320261437,60.876,-135.43545
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2014-02-24,4.885352143248175,8.16,14.898467320261437,51.088425,-115.350551
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2014-02-25,4.885352143248175,5.04,14.898467320261437,44.40816,-65.23315
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2014-02-25,4.885352143248175,6.72,14.898467320261437,46.14017,-77.55365
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2014-02-25,4.885352143248175,8.36,14.898467320261437,54.72917,-113.2792
AB,AL07AA0015,ATHABASCA RIVER ABOVE ATHABSCA FALLS,2014-02-25,4.885352143248175,8.24,14.898467320261437,57.18231,-111.6332
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2014-02-25,4.885352143248175,6.28,14.898467320261437,53.27956,-103.58755
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2014-02-26,4.885352143248175,8.35,14.898467320261437,51.33497,-116.04974
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2014-02-26,4.885352143248175,6.56,14.898467320261437,46.28987,-66.59298
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2014-02-26,4.885352143248175,7.0,0.5,46.65076,-72.71208
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2014-02-26,4.885352143248175,8.42,14.898467320261437,53.83474,-107.03254
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2014-03-03,4.885352143248175,7.6,14.898467320261437,50.29433,-95.54489
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2014-03-03,4.885352143248175,7.98,5.4,45.874908,-73.281964
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-03-04,4.885352143248175,7.69,14.898467320261437,49.71756,-97.12636
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2014-03-05,4.885352143248175,7.81,14.898467320261437,49.76807,-94.39234
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2014-03-05,4.885352143248175,7.79,14.898467320261437,46.14017,-77.55365
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2014-03-05,4.885352143248175,7.43,14.898467320261437,46.79359,-84.39111
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2014-03-05,4.885352143248175,7.57,14.898467320261437,52.10582,-101.2661
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2014-03-06,4.885352143248175,6.63,14.898467320261437,44.01496,-66.14925
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2014-03-06,4.885352143248175,7.84,14.898467320261437,44.62234,-84.92329
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2014-03-07,4.885352143248175,6.78,14.898467320261437,49.18562,-122.75014
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2014-03-07,4.885352143248175,6.6,14.898467320261437,45.56887,-65.75331
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2014-03-10,4.885352143248175,7.13,14.898467320261437,45.89269,-64.9751
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2014-03-10,4.885352143248175,7.93,2.9,46.311578,-72.546012
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2014-03-10,4.885352143248175,6.54,14.898467320261437,44.84347,-63.79918
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2014-03-12,4.885352143248175,7.27,8.8,46.37864,-72.61422
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2014-03-12,0.0,8.06,14.898467320261437,34.68108,-80.63893
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2014-03-18,4.885352143248175,7.19,14.898467320261437,46.28987,-66.59298
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2014-03-19,4.885352143248175,7.18,14.898467320261437,46.14017,-77.55365
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2014-03-19,4.885352143248175,7.47,14.898467320261437,53.27956,-103.58755
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2014-03-19,4.885352143248175,7.0,14.898467320261437,53.27956,-103.58755
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2014-03-19,4.885352143248175,8.05,2.4,46.78944,-71.19476
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2014-03-19,1.8,8.36,14.898467320261437,49.10269,-116.55424
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2014-03-19,0.0,7.94,14.898467320261437,60.876,-135.43545
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2014-03-21,4.885352143248175,7.49,14.898467320261437,65.27071,-126.76571
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2014-03-24,4.885352143248175,7.72,4.3,45.68226,-76.62248
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2014-03-24,4.885352143248175,5.01,14.898467320261437,44.40816,-65.23315
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2014-03-24,4.885352143248175,7.97,14.898467320261437,51.088425,-115.350551
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2014-03-24,-0.7,7.97,14.898467320261437,-43.39192,170.18177
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2014-03-25,4.885352143248175,8.18,14.898467320261437,51.33497,-116.04974
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2014-03-25,4.885352143248175,7.93,14.898467320261437,44.57449,-64.16077
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2014-03-25,4.885352143248175,7.73,14.898467320261437,59.51412,-126.36461
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2014-03-25,4.885352143248175,8.18,14.898467320261437,53.83474,-107.03254
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2014-03-25,4.885352143248175,7.14,0.3,46.65076,-72.71208
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2014-03-25,0.0,8.05,14.898467320261437,36.06495,-115.30544
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2014-03-26,4.885352143248175,7.92,2.4,46.039305,-73.114843
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2014-03-26,4.0,7.71,14.898467320261437,45.36769,-63.23062
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2014-04-01,4.885352143248175,7.96,6.0,46.311578,-72.546012
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-04-01,4.885352143248175,7.76,14.898467320261437,49.71756,-97.12636
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2014-04-02,4.885352143248175,7.75,14.898467320261437,52.10582,-101.2661
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2014-04-02,4.885352143248175,7.52,6.7,45.874908,-73.281964
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2014-04-03,4.885352143248175,7.51,14.898467320261437,50.29433,-95.54489
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2014-04-07,4.885352143248175,7.35,2.6,46.37864,-72.61422
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2014-04-08,4.885352143248175,6.73,14.898467320261437,46.64451,-60.94759
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2014-04-08,4.885352143248175,4.95,14.898467320261437,44.63992,-73.11345
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2014-04-08,4.885352143248175,6.12,14.898467320261437,45.47061,-61.94279
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2014-04-08,4.885352143248175,7.02,14.898467320261437,47.8012,-103.21318
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2014-04-08,4.885352143248175,7.5,8.5,45.68226,-76.62248
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2014-04-08,4.885352143248175,7.18,14.898467320261437,51.94054,-114.63936
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2014-04-09,4.885352143248175,8.06,11.3,46.78944,-71.19476
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2014-04-09,4.885352143248175,7.61,14.898467320261437,49.76807,-94.39234
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2014-04-09,4.885352143248175,7.66,14.898467320261437,46.14017,-77.55365
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2014-04-09,0.7,7.45,14.898467320261437,45.36769,-63.23062
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2014-04-10,4.885352143248175,7.24,14.898467320261437,44.01496,-66.14925
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2014-04-10,4.885352143248175,4.69,14.898467320261437,49.18562,-122.75014
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2014-04-10,4.885352143248175,7.83,14.898467320261437,44.62234,-84.92329
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2014-04-10,4.885352143248175,6.17,14.898467320261437,45.56887,-65.75331
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2014-04-10,4.885352143248175,7.95,14.898467320261437,46.79359,-84.39111
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2014-04-11,4.885352143248175,5.12,14.898467320261437,51.172908,-115.568212
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2014-04-11,4.885352143248175,4.29,14.898467320261437,44.169675,-65.396104
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2014-04-11,4.885352143248175,4.48,14.898467320261437,51.94054,-114.63936
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2014-04-14,4.885352143248175,7.66,14.898467320261437,46.28987,-66.59298
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2014-04-14,0.3,8.12,14.898467320261437,34.68108,-80.63893
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2014-04-14,4.885352143248175,7.14,25.8,46.039305,-73.114843
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2014-04-14,4.885352143248175,8.07,14.898467320261437,61.74267,-121.21967
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2014-04-14,4.885352143248175,7.94,14.898467320261437,50.76961,-103.79031
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2014-04-15,4.885352143248175,8.03,14.898467320261437,46.14017,-77.55365
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-04-15,4.885352143248175,7.97,14.898467320261437,49.71756,-97.12636
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2014-04-16,4.885352143248175,8.14,14.898467320261437,52.10582,-101.2661
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2014-04-16,4.885352143248175,6.89,1.1,46.65076,-72.71208
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2014-04-16,4.885352143248175,9.05,14.898467320261437,46.37318,-62.27866
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2014-04-16,4.885352143248175,7.27,14.898467320261437,60.81046,-115.78815
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2014-04-16,4.7,8.35,14.898467320261437,49.10269,-116.55424
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-04-17,4.885352143248175,7.84,14.898467320261437,49.71756,-97.12636
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2014-04-22,4.885352143248175,7.62,14.898467320261437,45.89269,-64.9751
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-04-22,4.885352143248175,7.75,14.898467320261437,49.71756,-97.12636
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2014-04-22,4.885352143248175,6.78,14.898467320261437,44.84347,-63.79918
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2014-04-22,3.3,7.92,14.898467320261437,-43.39192,170.18177
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2014-04-23,4.885352143248175,8.53,14.898467320261437,51.33497,-116.04974
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2014-04-23,4.885352143248175,8.49,14.898467320261437,51.088425,-115.350551
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2014-04-23,4.885352143248175,7.96,14.898467320261437,53.83474,-107.03254
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2014-04-23,4.885352143248175,8.22,14.898467320261437,52.10582,-101.2661
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-04-24,4.885352143248175,7.92,14.898467320261437,49.71756,-97.12636
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2014-04-24,2.299999,7.97,14.898467320261437,60.876,-135.43545
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2014-04-29,4.885352143248175,7.66,11.6,45.68226,-76.62248
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2014-04-29,4.885352143248175,7.8,14.898467320261437,53.27956,-103.58755
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-04-29,4.885352143248175,8.07,14.898467320261437,49.71756,-97.12636
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2014-04-29,4.885352143248175,7.84,14.898467320261437,53.27956,-103.58755
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2014-04-30,4.885352143248175,8.26,14.898467320261437,52.10582,-101.2661
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2014-04-30,4.885352143248175,7.98,17.6,46.78944,-71.19476
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-05-01,4.885352143248175,8.12,14.898467320261437,49.71756,-97.12636
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2014-05-01,4.885352143248175,6.99,14.898467320261437,51.94054,-114.63936
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2014-05-05,4.885352143248175,7.88,26.4,46.311578,-72.546012
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2014-05-05,4.885352143248175,7.66,14.898467320261437,50.29433,-95.54489
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-05-06,4.885352143248175,8.03,14.898467320261437,49.71756,-97.12636
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2014-05-06,4.885352143248175,8.34,14.898467320261437,52.10582,-101.2661
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2014-05-06,4.885352143248175,7.25,5.3,46.37864,-72.61422
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2014-05-07,4.885352143248175,7.69,21.4,45.874908,-73.281964
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2014-05-07,4.5,7.83,14.898467320261437,36.06495,-115.30544
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-05-08,4.885352143248175,8.08,14.898467320261437,49.71756,-97.12636
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2014-05-08,4.885352143248175,6.82,14.898467320261437,49.18562,-122.75014
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2014-05-08,4.885352143248175,7.93,10.1,46.039305,-73.114843
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2014-05-08,4.885352143248175,6.48,14.898467320261437,45.56887,-65.75331
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2014-05-12,4.885352143248175,7.69,7.9,45.68226,-76.62248
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2014-05-12,5.7,7.91,14.898467320261437,34.68108,-80.63893
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2014-05-12,4.885352143248175,8.72,14.898467320261437,50.76961,-103.79031
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2014-05-13,5.8,8.32,14.898467320261437,49.10269,-116.55424
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2014-05-13,4.885352143248175,8.1,14.898467320261437,46.28987,-66.59298
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2014-05-13,4.885352143248175,8.26,14.898467320261437,46.14017,-77.55365
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-05-13,4.885352143248175,8.2,14.898467320261437,49.71756,-97.12636
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2014-05-13,4.885352143248175,6.21,14.898467320261437,51.172908,-115.568212
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2014-05-14,4.885352143248175,7.78,14.898467320261437,46.14017,-77.55365
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2014-05-14,4.885352143248175,7.48,14.898467320261437,53.27956,-103.58755
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2014-05-14,4.885352143248175,8.03,14.898467320261437,49.76807,-94.39234
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2014-05-14,4.885352143248175,7.92,10.4,46.78944,-71.19476
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2014-05-14,4.885352143248175,7.85,14.898467320261437,53.27956,-103.58755
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2014-05-14,4.885352143248175,7.7,14.898467320261437,61.74267,-121.21967
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2014-05-15,4.885352143248175,7.34,14.898467320261437,44.01496,-66.14925
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-05-15,4.885352143248175,8.39,14.898467320261437,49.71756,-97.12636
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2014-05-15,4.885352143248175,7.58,14.898467320261437,45.89269,-64.9751
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2014-05-15,4.885352143248175,7.45,14.898467320261437,44.62234,-84.92329
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2014-05-15,4.885352143248175,7.69,14.898467320261437,46.79359,-84.39111
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2014-05-15,4.885352143248175,6.37,14.898467320261437,44.84347,-63.79918
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2014-05-16,4.885352143248175,5.58,14.898467320261437,44.32068,-79.88702
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-05-20,4.885352143248175,8.17,14.898467320261437,49.71756,-97.12636
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2014-05-20,4.885352143248175,7.79,14.0,45.68226,-76.62248
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2014-05-20,4.885352143248175,8.69,14.898467320261437,46.37318,-62.27866
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2014-05-20,4.885352143248175,6.16,14.898467320261437,44.63992,-73.11345
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2014-05-21,5.0,7.61,14.898467320261437,45.36769,-63.23062
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2014-05-21,4.885352143248175,8.05,14.898467320261437,51.33497,-116.04974
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2014-05-21,4.885352143248175,8.12,14.898467320261437,54.72917,-113.2792
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2014-05-21,4.885352143248175,8.16,14.898467320261437,53.83474,-107.03254
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2014-05-21,5.7,8.02,14.898467320261437,60.876,-135.43545
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2014-05-22,4.885352143248175,8.18,14.898467320261437,51.088425,-115.350551
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2014-05-22,4.885352143248175,5.43,14.898467320261437,44.40816,-65.23315
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2014-05-26,4.4,7.76,14.898467320261437,-43.39192,170.18177
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2014-05-27,4.885352143248175,7.94,14.898467320261437,60.81046,-115.78815
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2014-05-28,4.885352143248175,8.12,7.1,46.78944,-71.19476
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2014-05-28,4.885352143248175,8.13,14.898467320261437,49.71756,-97.12636
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2014-05-29,4.885352143248175,8.14,14.898467320261437,59.51412,-126.36461
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2014-05-29,4.885352143248175,8.21,14.898467320261437,44.57449,-64.16077
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2014-06-02,6.7,7.58,14.898467320261437,45.36769,-63.23062
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2014-06-02,4.885352143248175,8.0,14.898467320261437,50.29433,-95.54489
