PROV_TERR,SITE_NO,SITE_NAME_NOM,DATE,TEMPERATURE (WATER),PH,TURBIDITY
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2016-01-13,4.885352143248175,7.32,0.4
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2016-01-13,0.0,7.97,14.898467320261437
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2016-01-13,4.885352143248175,8.11,14.898467320261437
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2016-01-13,4.885352143248175,7.47,14.898467320261437
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2016-01-13,4.885352143248175,8.09,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2016-01-13,4.885352143248175,7.1,14.898467320261437
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2016-01-18,4.885352143248175,7.56,11.7
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2016-01-18,1.6,7.88,14.898467320261437
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2016-01-18,0.8,8.29,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2016-01-19,-0.8,8.12,14.898467320261437
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2016-01-19,4.885352143248175,7.44,14.898467320261437
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2016-01-19,4.885352143248175,8.08,14.898467320261437
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2016-01-19,4.885352143248175,6.49,14.898467320261437
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2016-01-19,4.885352143248175,8.13,14.898467320261437
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2016-01-19,4.885352143248175,8.24,14.898467320261437
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2016-01-19,4.885352143248175,5.77,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2016-01-20,4.885352143248175,7.99,11.7
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2016-01-20,4.885352143248175,7.62,14.898467320261437
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2016-01-20,4.885352143248175,6.47,14.898467320261437
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2016-01-20,4.885352143248175,6.85,14.898467320261437
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2016-01-20,4.885352143248175,7.75,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2016-01-21,4.885352143248175,7.91,2.8
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2016-01-25,4.885352143248175,8.27,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2016-01-26,4.885352143248175,4.85,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-01-26,4.885352143248175,7.96,14.898467320261437
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2016-01-26,4.885352143248175,7.8,14.898467320261437
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2016-01-27,4.885352143248175,7.85,14.898467320261437
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2016-01-27,4.885352143248175,7.6,14.898467320261437
NT,NW10JC0001,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,2016-01-27,4.885352143248175,7.68,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2016-01-31,2.1,7.54,14.898467320261437
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2016-02-02,4.885352143248175,6.1,14.898467320261437
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2016-02-02,4.885352143248175,4.64,14.898467320261437
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2016-02-02,-0.1,8.33,14.898467320261437
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2016-02-02,4.885352143248175,6.07,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2016-02-03,4.885352143248175,8.03,14.898467320261437
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2016-02-03,4.885352143248175,6.58,14.898467320261437
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2016-02-03,4.885352143248175,7.76,14.898467320261437
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2016-02-03,4.885352143248175,6.57,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2016-02-04,4.885352143248175,7.26,14.898467320261437
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2016-02-04,4.885352143248175,7.83,14.898467320261437
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2016-02-04,4.885352143248175,8.18,14.898467320261437
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2016-02-08,4.885352143248175,7.32,1.1
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2016-02-08,4.885352143248175,4.81,14.898467320261437
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2016-02-08,4.885352143248175,7.78,25.6
SK,SA06EA0003,CHURCHILL RIVER BELOW WASAWAKASIK,2016-02-09,4.885352143248175,7.09,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2016-02-09,4.885352143248175,7.96,15.6
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2016-02-09,4.885352143248175,7.99,14.898467320261437
AB,AL07AA0015,ATHABASCA RIVER ABOVE ATHABSCA FALLS,2016-02-09,4.885352143248175,7.78,14.898467320261437
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2016-02-09,4.885352143248175,8.09,14.898467320261437
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2016-02-09,4.885352143248175,7.93,14.898467320261437
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2016-02-10,4.885352143248175,7.33,14.898467320261437
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2016-02-10,4.885352143248175,8.08,14.898467320261437
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2016-02-10,4.885352143248175,8.22,14.898467320261437
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2016-02-10,4.885352143248175,7.57,14.898467320261437
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2016-02-10,0.0,7.82,14.898467320261437
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2016-02-10,4.885352143248175,7.18,0.2
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2016-02-11,4.885352143248175,8.59,14.898467320261437
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2016-02-11,4.885352143248175,7.56,14.898467320261437
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2016-02-15,4.885352143248175,7.7,12.3
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2016-02-15,0.0,7.75,14.898467320261437
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2016-02-15,0.0,7.88,14.898467320261437
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2016-02-16,4.885352143248175,7.73,14.898467320261437
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2016-02-16,4.885352143248175,7.58,14.898467320261437
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2016-02-16,4.885352143248175,8.21,14.898467320261437
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2016-02-16,4.885352143248175,8.1,14.898467320261437
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2016-02-16,4.885352143248175,8.01,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-02-17,4.885352143248175,7.96,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2016-02-17,4.885352143248175,8.07,12.3
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2016-02-18,4.885352143248175,7.27,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2016-02-18,4.885352143248175,7.75,4.5
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2016-02-18,4.885352143248175,7.4,14.898467320261437
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2016-02-22,1.7,7.94,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2016-02-23,-0.5,8.09,14.898467320261437
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2016-02-23,4.885352143248175,7.63,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2016-02-23,4.885352143248175,4.77,14.898467320261437
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2016-02-24,4.885352143248175,8.13,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2016-03-01,1.7,7.74,14.898467320261437
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2016-03-01,4.885352143248175,5.2,14.898467320261437
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2016-03-01,4.885352143248175,7.77,14.898467320261437
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2016-03-01,4.885352143248175,7.25,14.898467320261437
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2016-03-01,4.885352143248175,7.44,14.898467320261437
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2016-03-01,1.7,8.38,14.898467320261437
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2016-03-01,4.885352143248175,6.19,14.898467320261437
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2016-03-02,4.885352143248175,7.5,14.898467320261437
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2016-03-02,4.885352143248175,8.33,14.898467320261437
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2016-03-07,4.885352143248175,7.21,14.898467320261437
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2016-03-07,0.0,7.97,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2016-03-08,4.885352143248175,8.32,14.898467320261437
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2016-03-08,4.885352143248175,8.06,14.898467320261437
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2016-03-08,4.885352143248175,6.68,14.898467320261437
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2016-03-08,4.885352143248175,6.08,14.898467320261437
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2016-03-09,0.0,7.92,14.898467320261437
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2016-03-09,4.885352143248175,7.91,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2016-03-09,4.885352143248175,7.26,14.898467320261437
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2016-03-09,4.885352143248175,8.27,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2016-03-12,4.885352143248175,4.73,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-03-14,4.885352143248175,7.9,14.898467320261437
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2016-03-14,4.885352143248175,6.74,1.9
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2016-03-14,4.885352143248175,6.08,26.5
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2016-03-14,4.885352143248175,7.94,14.898467320261437
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2016-03-15,4.885352143248175,7.27,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2016-03-15,4.885352143248175,5.8,19.9
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2016-03-15,1.5,7.88,14.898467320261437
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2016-03-15,0.5,8.14,14.898467320261437
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2016-03-15,4.885352143248175,7.64,14.898467320261437
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2016-03-15,4.885352143248175,7.96,14.898467320261437
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2016-03-16,4.885352143248175,4.42,0.4
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-03-16,4.885352143248175,7.561227656100738,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-03-21,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2016-03-21,4.885352143248175,7.61,30.4
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2016-03-22,-0.5,8.13,14.898467320261437
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2016-03-22,4.885352143248175,7.87,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2016-03-22,4.885352143248175,7.59,20.3
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2016-03-22,4.885352143248175,8.18,14.898467320261437
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2016-03-22,4.885352143248175,7.85,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2016-03-22,4.885352143248175,4.9,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2016-03-23,4.885352143248175,7.59,30.4
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-03-23,4.885352143248175,7.561227656100738,14.898467320261437
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2016-03-29,3.1,8.33,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-03-29,4.885352143248175,7.561227656100738,14.898467320261437
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2016-03-30,0.5,8.09,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-03-31,4.885352143248175,7.561227656100738,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-04-04,4.885352143248175,8.61,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2016-04-05,4.885352143248175,7.97,54.0
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2016-04-05,4.885352143248175,8.33,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-04-06,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2016-04-06,4.885352143248175,7.99,39.0
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2016-04-07,4.885352143248175,7.86,2.4
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2016-04-07,4.885352143248175,8.4,14.898467320261437
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2016-04-07,4.885352143248175,7.89,30.0
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2016-04-08,4.885352143248175,8.08,14.898467320261437
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2016-04-11,3.4,7.85,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2016-04-11,4.2,7.63,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-04-11,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2016-04-11,4.885352143248175,7.5,42.0
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2016-04-12,4.885352143248175,6.25,14.898467320261437
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2016-04-12,4.885352143248175,7.06,14.898467320261437
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2016-04-12,4.885352143248175,8.16,14.898467320261437
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2016-04-12,4.885352143248175,8.21,14.898467320261437
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2016-04-12,4.885352143248175,6.81,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2016-04-12,4.885352143248175,7.89,16.0
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2016-04-12,4.885352143248175,6.64,14.898467320261437
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2016-04-12,4.885352143248175,8.08,14.898467320261437
QC,QU02NG3020,"Rivière à la Pêche, station CABIN RPA001 (Parc national de la Mauricie)",2016-04-13,4.885352143248175,6.5,0.5
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2016-04-13,4.885352143248175,7.11,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-04-13,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2016-04-13,4.885352143248175,7.25,14.898467320261437
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2016-04-13,3.1,7.93,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-04-18,4.885352143248175,7.561227656100738,14.898467320261437
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2016-04-18,0.0,8.04,14.898467320261437
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2016-04-19,4.885352143248175,7.53,14.898467320261437
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2016-04-19,4.885352143248175,7.37,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2016-04-19,4.885352143248175,7.61,8.1
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2016-04-19,4.885352143248175,7.08,14.898467320261437
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2016-04-19,4.885352143248175,7.04,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2016-04-20,4.885352143248175,8.57,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2016-04-20,4.885352143248175,7.86,25.0
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2016-04-20,4.885352143248175,8.58,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-04-20,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2016-04-21,4.885352143248175,7.13,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2016-04-21,4.885352143248175,8.15,14.898467320261437
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2016-04-21,4.885352143248175,8.66,14.898467320261437
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2016-04-21,4.885352143248175,8.44,14.898467320261437
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2016-04-21,4.885352143248175,7.33,14.898467320261437
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2016-04-23,5.6,8.32,14.898467320261437
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2016-04-25,4.885352143248175,6.86,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-04-25,4.885352143248175,7.561227656100738,14.898467320261437
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2016-04-25,4.885352143248175,8.31,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2016-04-26,2.5,8.2,14.898467320261437
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2016-04-26,4.885352143248175,7.17,14.898467320261437
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2016-04-26,4.885352143248175,7.29,14.898467320261437
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2016-04-26,4.885352143248175,7.96,14.898467320261437
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2016-04-26,4.885352143248175,6.04,14.898467320261437
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2016-04-26,4.885352143248175,7.86,14.898467320261437
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2016-04-27,4.885352143248175,7.98,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-04-27,4.885352143248175,7.561227656100738,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-05-01,4.885352143248175,8.5,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2016-05-02,4.885352143248175,7.74,6.1
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2016-05-02,4.885352143248175,5.11,14.898467320261437
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2016-05-03,4.885352143248175,8.14,14.898467320261437
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2016-05-03,4.885352143248175,8.12,14.898467320261437
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2016-05-03,4.5,7.91,14.898467320261437
QC,QU02NG3013,"Rivière Saint-Maurice, Prise d'eau de l'usine de filtration de Trois-Rivières",2016-05-03,4.885352143248175,7.45,2.1
AB,AL07AA0015,ATHABASCA RIVER ABOVE ATHABSCA FALLS,2016-05-03,4.885352143248175,8.08,14.898467320261437
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2016-05-04,4.885352143248175,8.09,14.898467320261437
QC,QU02OB9004,"Fleuve Saint-Laurent, Prise d'eau de l'usine de filtration de Lavaltrie",2016-05-04,4.885352143248175,7.57,10.0
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2016-05-04,4.885352143248175,8.27,14.898467320261437
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2016-05-09,4.885352143248175,8.43,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2016-05-09,4.885352143248175,7.41,17.0
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2016-05-10,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2016-05-10,4.885352143248175,7.561227656100738,4.3
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2016-05-10,4.885352143248175,7.561227656100738,2.7
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2016-05-10,4.885352143248175,5.69,14.898467320261437
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2016-05-10,4.885352143248175,7.561227656100738,9.8
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2016-05-11,4.885352143248175,7.7,5.4
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2016-05-11,4.885352143248175,8.58,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2016-05-11,5.5,7.62,14.898467320261437
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2016-05-11,4.885352143248175,7.41,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2016-05-11,4.885352143248175,8.57,14.898467320261437
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2016-05-11,4.885352143248175,8.69,14.898467320261437
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2016-05-12,4.885352143248175,8.35,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2016-05-12,4.885352143248175,8.33,14.898467320261437
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2016-05-12,4.885352143248175,7.99,5.4
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2016-05-12,4.885352143248175,8.59,14.898467320261437
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2016-05-12,4.885352143248175,8.59,14.898467320261437
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2016-05-16,10.3,7.96,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2016-05-16,4.885352143248175,7.56,6.8
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2016-05-16,10.5,8.08,14.898467320261437
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2016-05-17,4.885352143248175,7.63,14.898467320261437
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2016-05-17,4.885352143248175,8.22,14.898467320261437
